ID,Economy,Code,Region,Income group,WBL Report Year,WBL INDEX,MOBILITY,Can a woman apply for a passport in the same way as a man?,Can a woman travel outside the country in the same way as a man?,Can a woman travel outside her home in the same way as a man?,Can a woman choose where to live in the same way as a man?,WORKPLACE,Can a woman get a job in the same way as a man?,Does the law prohibit discrimination in employment based on gender?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,PAY,Does the law mandate equal remuneration for work of equal value?,Can women work the same night hours as men?,Can women work in jobs deemed dangerous in the same way as men?,Are women able to work in the same industries as men?,MARRIAGE,Is there no legal provision that requires a married woman to obey her husband?,"Can a woman be ""head of household"" or ""head of family"" in the same way as a man?",Is there legislation specifically addressing domestic violence?,Can a woman obtain a judgment of divorce in the same way as a man?,Does a woman have the same rights to remarry as a man?,PARENTHOOD,Is paid leave of at least 14 weeks available to mothers?,Does the government administer 100% of maternity leave benefits?,Is there paid leave available to fathers?,Is there paid parental leave?,Is dismissal of pregnant workers prohibited?,ENTREPRENEURSHIP,Can a woman sign a contract in the same way as a man?,Can a woman register a business in the same way as a man?,Can a woman open a bank account in the same way as a man?,Does the law prohibit discrimination in access to credit based on gender?,ASSETS,Do men and women have equal ownership rights to immovable property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do female and male surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,PENSION,Are the ages at which men and women can retire with full pension benefits equal?,Are the ages at which men and women can retire with partial pension benefits equal?,Is the mandatory retirement age for men and women equal?,Are periods of absence from work due to childcare accounted for in pension benefits?
WSM1980,Samoa,WSM,East Asia & Pacific,Upper middle income,1980,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM1981,Samoa,WSM,East Asia & Pacific,Upper middle income,1981,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM1982,Samoa,WSM,East Asia & Pacific,Upper middle income,1982,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM1983,Samoa,WSM,East Asia & Pacific,Upper middle income,1983,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM1984,Samoa,WSM,East Asia & Pacific,Upper middle income,1984,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM1985,Samoa,WSM,East Asia & Pacific,Upper middle income,1985,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM1986,Samoa,WSM,East Asia & Pacific,Upper middle income,1986,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM1987,Samoa,WSM,East Asia & Pacific,Upper middle income,1987,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM1988,Samoa,WSM,East Asia & Pacific,Upper middle income,1988,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM1989,Samoa,WSM,East Asia & Pacific,Upper middle income,1989,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM1990,Samoa,WSM,East Asia & Pacific,Upper middle income,1990,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM1991,Samoa,WSM,East Asia & Pacific,Upper middle income,1991,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM1992,Samoa,WSM,East Asia & Pacific,Upper middle income,1992,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM1993,Samoa,WSM,East Asia & Pacific,Upper middle income,1993,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM1994,Samoa,WSM,East Asia & Pacific,Upper middle income,1994,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM1995,Samoa,WSM,East Asia & Pacific,Upper middle income,1995,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM1996,Samoa,WSM,East Asia & Pacific,Upper middle income,1996,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM1997,Samoa,WSM,East Asia & Pacific,Upper middle income,1997,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM1998,Samoa,WSM,East Asia & Pacific,Upper middle income,1998,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM1999,Samoa,WSM,East Asia & Pacific,Upper middle income,1999,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM2000,Samoa,WSM,East Asia & Pacific,Upper middle income,2000,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM2001,Samoa,WSM,East Asia & Pacific,Upper middle income,2001,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM2002,Samoa,WSM,East Asia & Pacific,Upper middle income,2002,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM2003,Samoa,WSM,East Asia & Pacific,Upper middle income,2003,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM2004,Samoa,WSM,East Asia & Pacific,Upper middle income,2004,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM2005,Samoa,WSM,East Asia & Pacific,Upper middle income,2005,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM2006,Samoa,WSM,East Asia & Pacific,Upper middle income,2006,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM2007,Samoa,WSM,East Asia & Pacific,Upper middle income,2007,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM2008,Samoa,WSM,East Asia & Pacific,Upper middle income,2008,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM2009,Samoa,WSM,East Asia & Pacific,Upper middle income,2009,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM2010,Samoa,WSM,East Asia & Pacific,Upper middle income,2010,54.4,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
WSM2011,Samoa,WSM,East Asia & Pacific,Upper middle income,2011,56.9,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
WSM2012,Samoa,WSM,East Asia & Pacific,Upper middle income,2012,56.9,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
WSM2013,Samoa,WSM,East Asia & Pacific,Upper middle income,2013,56.9,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
WSM2014,Samoa,WSM,East Asia & Pacific,Upper middle income,2014,80,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
WSM2015,Samoa,WSM,East Asia & Pacific,Upper middle income,2015,80,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
WSM2016,Samoa,WSM,East Asia & Pacific,Upper middle income,2016,80,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
WSM2017,Samoa,WSM,East Asia & Pacific,Upper middle income,2017,80,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
WSM2018,Samoa,WSM,East Asia & Pacific,Upper middle income,2018,80,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
WSM2019,Samoa,WSM,East Asia & Pacific,Upper middle income,2019,80,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
WSM2020,Samoa,WSM,East Asia & Pacific,Upper middle income,2020,80,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
YEM1971,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1971,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1972,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1972,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1973,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1973,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1974,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1974,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1975,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1975,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1976,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1976,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1977,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1977,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1978,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1978,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1979,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1979,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1980,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1980,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1981,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1981,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1982,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1982,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1983,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1983,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1984,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1984,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1985,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1985,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1986,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1986,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1987,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1987,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1988,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1988,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1989,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1989,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1990,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1990,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1991,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1991,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1992,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1992,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1993,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1993,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1994,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1994,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1995,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1995,23.8,25,No,Yes,No,No,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM1996,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1996,23.8,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,0,No,No,No,No
YEM1997,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1997,23.8,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,0,No,No,No,No
YEM1998,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1998,23.8,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,0,No,No,No,No
YEM1999,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1999,23.8,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,0,No,No,No,No
YEM2000,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2000,23.8,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,0,No,No,No,No
YEM2001,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2001,23.8,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,0,No,No,No,No
YEM2002,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2002,23.8,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,0,No,No,No,No
YEM2003,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2003,23.8,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,0,No,No,No,No
YEM2004,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2004,23.8,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,0,No,No,No,No
YEM2005,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2005,23.8,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,0,No,No,No,No
YEM2006,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2006,23.8,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,0,No,No,No,No
YEM2007,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2007,23.8,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,0,No,No,No,No
YEM2008,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2008,23.8,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,0,No,No,No,No
YEM2009,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2009,26.9,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM2010,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2010,26.9,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM2011,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2011,26.9,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM2012,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2012,26.9,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM2013,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2013,26.9,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM2014,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2014,26.9,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
